Time,Moment_My_N-m,Curvature_phi_y_rad/m
6.159320e+06,1.736580e-15,-6.782960e+05
6.162180e+06,1.836660e-15,-6.782020e+05
6.164850e+06,1.923740e-15,-6.781100e+05
6.079730e+06,9.616890e-16,-6.716640e+05
6.094630e+06,1.232750e-15,-6.738700e+05
6.105970e+06,1.406670e-15,-6.762380e+05
6.115820e+06,1.211150e-15,-6.783830e+05
6.121670e+06,7.113090e-16,-6.787560e+05
6.124680e+06,5.885810e-16,-6.786640e+05
6.127620e+06,6.329570e-16,-6.785730e+05
6.130430e+06,6.892880e-16,-6.784840e+05
6.133070e+06,7.464110e-16,-6.783980e+05
6.135590e+06,8.050300e-16,-6.783150e+05
6.137720e+06,8.891110e-16,-6.782350e+05
6.139560e+06,9.023810e-16,-6.781570e+05
6.141300e+06,9.492410e-16,-6.780820e+05
6.142940e+06,9.990350e-16,-6.780080e+05
6.144440e+06,1.051680e-15,-6.779350e+05
6.145780e+06,1.092060e-15,-6.778640e+05
6.146850e+06,1.131040e-15,-6.777930e+05
6.147660e+06,1.164430e-15,-6.777220e+05
6.148310e+06,1.207690e-15,-6.776520e+05
6.148870e+06,1.249560e-15,-6.775820e+05
