Roof_Displacement_m,Base_Shear_N,Pseudo_Time
0.000560,36142.600000,36142.600000
0.001120,72284.900000,72284.900000
0.001680,108426.750000,108427.000000
0.002240,144568.100000,144568.000000
0.002800,180708.800000,180709.000000
0.003360,216848.950000,216849.000000
0.003920,252988.000000,252988.000000
0.004480,289125.500000,289126.000000
0.005040,325262.000000,325262.000000
0.005600,361398.000000,361398.000000
0.006160,397532.500000,397532.000000
0.006720,433665.500000,433665.000000
0.007280,469796.500000,469797.000000
0.007840,505927.000000,505927.000000
0.008400,542055.500000,542055.000000
0.008960,578181.000000,578181.000000
0.009520,614306.000000,614305.000000
0.010080,650028.000000,650028.000000
0.010640,685332.500000,685332.000000
0.011200,720619.000000,720619.000000
0.011760,755683.000000,755683.000000
0.012320,790251.500000,790252.000000
0.012880,824692.000000,824691.000000
0.013440,859058.000000,859058.000000
0.014000,893285.500000,893286.000000
0.014560,927101.500000,927101.000000
0.015120,960493.500000,960493.000000
0.015680,993257.000000,993256.000000
0.016240,1024700.000000,1024690.000000
0.016800,1055606.500000,1055610.000000
0.017360,1086264.500000,1086260.000000
0.017920,1116475.500000,1116470.000000
0.018480,1146245.000000,1146240.000000
0.019040,1175490.000000,1175490.000000
0.019600,1204014.000000,1204010.000000
0.020160,1232144.000000,1232140.000000
0.020720,1259964.000000,1259960.000000
0.021280,1287625.000000,1287620.000000
0.021840,1315099.000000,1315100.000000
0.022400,1342409.000000,1342410.000000
0.022960,1369220.000000,1369210.000000
0.023520,1395231.500000,1395230.000000
0.024080,1420757.500000,1420760.000000
0.024640,1445863.000000,1445860.000000
0.025200,1470713.000000,1470710.000000
0.025760,1495287.500000,1495290.000000
0.026320,1519774.000000,1519770.000000
0.026880,1544077.000000,1544080.000000
0.027440,1567954.000000,1567950.000000
0.028000,1591409.000000,1591410.000000
0.028560,1614705.500000,1614700.000000
0.029120,1637778.500000,1637780.000000
0.029680,1660332.500000,1660320.000000
0.030240,1682779.000000,1682780.000000
0.030800,1705012.000000,1705010.000000
0.031360,1727005.500000,1727000.000000
0.031920,1748827.500000,1748820.000000
0.032480,1770535.500000,1770540.000000
0.033040,1791902.000000,1791890.000000
0.033600,1812958.500000,1812950.000000
0.034160,1833871.000000,1833870.000000
0.034720,1854744.500000,1854750.000000
0.035280,1875517.000000,1875520.000000
0.035840,1896205.500000,1896200.000000
0.036400,1916609.000000,1916600.000000
0.036960,1936930.000000,1936930.000000
0.037520,1957153.000000,1957140.000000
0.038080,1977184.000000,1977190.000000
0.038640,1997161.500000,1997160.000000
0.039200,2017071.000000,2017070.000000
0.039760,2036903.500000,2036900.000000
0.040320,2056492.500000,2056490.000000
0.040880,2075844.500000,2075830.000000
0.041440,2094966.000000,2094960.000000
0.042000,2114003.000000,2114000.000000
0.042560,2132829.000000,2132830.000000
0.043120,2151635.500000,2151630.000000
0.043680,2170369.000000,2170370.000000
0.044240,2188923.500000,2188920.000000
0.044800,2207345.500000,2207340.000000
0.045360,2225686.500000,2225680.000000
0.045920,2243908.000000,2243900.000000
0.046480,2262040.000000,2262040.000000
0.047040,2280165.000000,2280160.000000
0.047600,2298270.000000,2298270.000000
0.048160,2316315.000000,2316310.000000
0.048720,2334315.000000,2334310.000000
0.049280,2352245.000000,2352240.000000
0.049840,2370100.000000,2370110.000000
0.050400,2387910.000000,2387910.000000
0.050960,2405505.000000,2405500.000000
0.051520,2423055.000000,2423050.000000
0.052080,2440545.000000,2440540.000000
0.052640,2457935.000000,2457940.000000
0.053200,2475285.000000,2475280.000000
0.053760,2492520.000000,2492510.000000
0.054320,2509720.000000,2509720.000000
0.054880,2526895.000000,2526890.000000
0.055440,2543995.000000,2543990.000000
0.056000,2561035.000000,2561020.000000
0.056560,2577920.000000,2577910.000000
0.057120,2594765.000000,2594760.000000
0.057680,2611595.000000,2611590.000000
0.058240,2628390.000000,2628390.000000
0.058800,2645140.000000,2645140.000000
0.059360,2661830.000000,2661830.000000
0.059920,2678465.000000,2678460.000000
0.060480,2695020.000000,2695020.000000
0.061040,2711550.000000,2711540.000000
