Time,Moment_My_N-m,Curvature_phi_y_rad/m
2.619080e+06,1.565470e-18,-3.522880e+05
2.633270e+06,-3.934160e-18,-3.541670e+05
2.647440e+06,-2.217000e-18,-3.560440e+05
2.661600e+06,3.520930e-20,-3.579200e+05
2.675720e+06,-2.409620e-19,-3.597930e+05
2.689790e+06,-2.010760e-18,-3.616650e+05
2.703830e+06,-2.251340e-18,-3.635320e+05
2.717840e+06,-3.328750e-18,-3.653980e+05
2.731830e+06,-2.478740e-18,-3.672610e+05
2.745790e+06,-9.274190e-19,-3.691220e+05
2.759720e+06,-4.064400e-19,-3.709810e+05
2.773620e+06,-2.800000e-18,-3.728370e+05
2.787500e+06,-8.996210e-19,-3.746910e+05
2.801360e+06,-2.975830e-18,-3.765420e+05
2.815170e+06,-6.419150e-19,-3.783890e+05
2.828950e+06,-2.554540e-19,-3.802370e+05
2.842700e+06,2.271030e-18,-3.820830e+05
2.856420e+06,3.298740e-18,-3.839280e+05
2.870120e+06,4.784910e-18,-3.857730e+05
2.883800e+06,3.527720e-18,-3.876160e+05
2.897450e+06,7.825690e-18,-3.894570e+05
2.911070e+06,4.559480e-18,-3.913000e+05
2.924670e+06,5.069770e-18,-3.931420e+05
2.938240e+06,5.241790e-18,-3.949810e+05
2.951790e+06,8.079760e-18,-3.968180e+05
2.965310e+06,6.927080e-18,-3.986520e+05
2.978800e+06,1.023800e-17,-4.004830e+05
2.992260e+06,7.471790e-18,-4.023010e+05
3.005680e+06,1.123910e-17,-4.041160e+05
3.019070e+06,9.437050e-18,-4.059270e+05
3.032430e+06,1.142340e-17,-4.077360e+05
3.045750e+06,8.405150e-18,-4.095450e+05
3.059060e+06,1.009310e-17,-4.113530e+05
3.072320e+06,8.794560e-18,-4.131570e+05
3.085550e+06,1.150480e-17,-4.149570e+05
3.098750e+06,1.077390e-17,-4.167540e+05
3.111920e+06,1.176590e-17,-4.185500e+05
3.125060e+06,8.755640e-18,-4.203460e+05
3.138180e+06,1.127870e-17,-4.221400e+05
3.151270e+06,9.021110e-18,-4.239330e+05
3.164320e+06,1.011270e-17,-4.257270e+05
3.177340e+06,1.341910e-17,-4.275200e+05
3.190330e+06,1.345400e-17,-4.293060e+05
3.203290e+06,1.416160e-17,-4.310850e+05
3.216220e+06,1.387740e-17,-4.328630e+05
3.229100e+06,1.548160e-17,-4.346420e+05
3.241940e+06,1.534640e-17,-4.364200e+05
3.254740e+06,1.573610e-17,-4.381970e+05
3.267500e+06,1.611730e-17,-4.399730e+05
3.280210e+06,1.938290e-17,-4.417470e+05
3.292880e+06,2.334140e-17,-4.435210e+05
3.305500e+06,1.932500e-17,-4.452940e+05
3.318070e+06,2.130080e-17,-4.470660e+05
3.330600e+06,2.036390e-17,-4.488370e+05
3.343060e+06,2.306190e-17,-4.506050e+05
3.355480e+06,2.693800e-17,-4.523720e+05
3.367840e+06,2.582560e-17,-4.541390e+05
3.380150e+06,2.852670e-17,-4.559020e+05
3.392400e+06,2.870200e-17,-4.576620e+05
3.404600e+06,3.069020e-17,-4.594180e+05
3.416740e+06,3.632810e-17,-4.611660e+05
3.428810e+06,3.699830e-17,-4.629050e+05
3.440840e+06,4.021660e-17,-4.646330e+05
3.452810e+06,4.225760e-17,-4.663450e+05
3.464720e+06,4.633740e-17,-4.680500e+05
3.476580e+06,4.529460e-17,-4.697450e+05
3.488380e+06,4.956610e-17,-4.714270e+05
3.500130e+06,5.146880e-17,-4.730960e+05
3.511820e+06,5.219140e-17,-4.747500e+05
3.523460e+06,5.169240e-17,-4.763880e+05
3.535040e+06,5.779440e-17,-4.780100e+05
3.546570e+06,5.819610e-17,-4.796130e+05
3.558040e+06,6.050470e-17,-4.811920e+05
3.569450e+06,5.825450e-17,-4.827520e+05
3.580800e+06,5.588080e-17,-4.842950e+05
3.592070e+06,5.699720e-17,-4.858180e+05
3.603250e+06,5.803720e-17,-4.873230e+05
3.614360e+06,5.852230e-17,-4.888070e+05
3.625370e+06,6.765440e-17,-4.902550e+05
3.636290e+06,6.840470e-17,-4.916780e+05
3.647120e+06,6.916590e-17,-4.930820e+05
3.657860e+06,7.084600e-17,-4.944670e+05
3.668510e+06,7.241470e-17,-4.958360e+05
3.679070e+06,7.403770e-17,-4.971910e+05
3.689540e+06,7.668410e-17,-4.985350e+05
3.699900e+06,7.755530e-17,-4.998690e+05
3.710160e+06,7.962080e-17,-5.011950e+05
3.720320e+06,1.030850e-16,-5.025150e+05
3.730380e+06,1.198540e-16,-5.038290e+05
3.740340e+06,1.304050e-16,-5.051380e+05
3.750210e+06,1.389000e-16,-5.064430e+05
3.759990e+06,1.501260e-16,-5.077440e+05
3.769680e+06,1.586930e-16,-5.090390e+05
3.779300e+06,1.654600e-16,-5.103270e+05
3.788840e+06,1.740870e-16,-5.116080e+05
3.798320e+06,1.790950e-16,-5.128800e+05
3.807730e+06,1.861080e-16,-5.141400e+05
3.817070e+06,1.912030e-16,-5.153880e+05
3.826340e+06,1.965480e-16,-5.166200e+05
3.835550e+06,2.035160e-16,-5.178360e+05
3.844690e+06,2.079510e-16,-5.190320e+05
3.853760e+06,2.117510e-16,-5.202050e+05
3.862760e+06,2.118090e-16,-5.213520e+05
3.871690e+06,2.101650e-16,-5.224690e+05
3.880530e+06,2.115720e-16,-5.235550e+05
3.889300e+06,2.122870e-16,-5.246040e+05
3.897980e+06,2.094380e-16,-5.256160e+05
3.906570e+06,2.014210e-16,-5.265890e+05
3.915050e+06,1.957450e-16,-5.275250e+05
3.923450e+06,1.877960e-16,-5.284230e+05
3.931750e+06,1.816070e-16,-5.292860e+05
3.939970e+06,1.769370e-16,-5.301160e+05
3.948100e+06,1.708720e-16,-5.309180e+05
3.956140e+06,1.629630e-16,-5.316960e+05
3.964080e+06,1.511500e-16,-5.324560e+05
3.971940e+06,1.307600e-16,-5.332000e+05
3.979720e+06,1.170590e-16,-5.339300e+05
3.987410e+06,1.003290e-16,-5.346500e+05
3.995030e+06,8.637400e-17,-5.353600e+05
4.002570e+06,7.421530e-17,-5.360630e+05
4.010040e+06,6.005750e-17,-5.367600e+05
4.017400e+06,4.669620e-17,-5.374540e+05
4.024670e+06,3.174190e-17,-5.381460e+05
4.031870e+06,1.972500e-17,-5.388340e+05
4.039000e+06,6.410190e-18,-5.395180e+05
4.046050e+06,-4.489250e-18,-5.401960e+05
4.053050e+06,-1.872310e-17,-5.408730e+05
4.059990e+06,-3.148880e-17,-5.415470e+05
4.066860e+06,-4.159900e-17,-5.422180e+05
4.073660e+06,-5.389350e-17,-5.428870e+05
4.050610e+06,3.304120e-16,-5.449030e+05
4.057960e+06,3.934780e-16,-5.456050e+05
4.064780e+06,4.299530e-16,-5.462890e+05
4.071210e+06,4.538360e-16,-5.469550e+05
4.077500e+06,4.808310e-16,-5.476170e+05
4.083720e+06,5.095540e-16,-5.482740e+05
4.089880e+06,5.396160e-16,-5.489270e+05
4.095960e+06,5.719310e-16,-5.495770e+05
4.101980e+06,6.043930e-16,-5.502200e+05
4.107920e+06,6.386720e-16,-5.508580e+05
4.113790e+06,6.734370e-16,-5.514890e+05
4.119590e+06,7.092710e-16,-5.521110e+05
4.125310e+06,7.433780e-16,-5.527250e+05
4.130950e+06,7.858520e-16,-5.533270e+05
4.136490e+06,8.281660e-16,-5.539170e+05
4.078470e+06,6.806650e-16,-5.566920e+05
4.085720e+06,4.325360e-17,-5.571710e+05
4.091940e+06,-8.117160e-16,-5.575990e+05
4.097540e+06,-9.231030e-16,-5.579770e+05
4.102980e+06,-1.059060e-15,-5.583130e+05
4.108240e+06,-1.204070e-15,-5.586060e+05
4.113190e+06,-1.401400e-15,-5.588630e+05
4.117860e+06,-1.536410e-15,-5.590880e+05
4.122310e+06,-1.649810e-15,-5.592820e+05
4.064790e+06,8.958700e-16,-5.374430e+05
4.070870e+06,1.263480e-15,-5.374910e+05
4.075910e+06,1.285140e-15,-5.375140e+05
4.080340e+06,1.355750e-15,-5.375010e+05
4.084640e+06,1.405470e-15,-5.374640e+05
4.088800e+06,1.551250e-15,-5.373980e+05
4.092870e+06,1.613460e-15,-5.373140e+05
4.096840e+06,1.679000e-15,-5.372180e+05
4.100690e+06,1.751090e-15,-5.371120e+05
4.104480e+06,1.826830e-15,-5.369970e+05
4.108220e+06,1.898680e-15,-5.368730e+05
4.111900e+06,1.974330e-15,-5.367410e+05
4.115530e+06,2.047320e-15,-5.366020e+05
4.119130e+06,2.141030e-15,-5.364570e+05
4.122680e+06,2.228590e-15,-5.363060e+05
4.126190e+06,2.305850e-15,-5.361510e+05
4.129660e+06,2.381420e-15,-5.359900e+05
4.133100e+06,2.474190e-15,-5.358240e+05
4.136510e+06,2.548990e-15,-5.356550e+05
4.139890e+06,2.628950e-15,-5.354810e+05
4.065180e+06,8.420940e-16,-5.149010e+05
4.072160e+06,-1.886590e-16,-5.151840e+05
4.077510e+06,-9.754100e-16,-5.151580e+05
4.081980e+06,-1.078550e-15,-5.151350e+05
4.086220e+06,-1.193070e-15,-5.150980e+05
4.090360e+06,-1.216000e-15,-5.150350e+05
4.094440e+06,-1.195900e-15,-5.149700e+05
4.098450e+06,-1.155090e-15,-5.149030e+05
4.102370e+06,-1.102510e-15,-5.148360e+05
4.106210e+06,-1.040960e-15,-5.147680e+05
4.109970e+06,-9.697810e-16,-5.146990e+05
4.113640e+06,-8.975480e-16,-5.146280e+05
4.117250e+06,-8.241640e-16,-5.145560e+05
4.120830e+06,-7.487740e-16,-5.144840e+05
4.124370e+06,-6.701430e-16,-5.144110e+05
4.127860e+06,-5.936330e-16,-5.143360e+05
4.131320e+06,-5.169180e-16,-5.142610e+05
4.134720e+06,-4.770270e-16,-5.141810e+05
4.138060e+06,-4.154030e-16,-5.140970e+05
4.141320e+06,-3.688980e-16,-5.140110e+05
4.144500e+06,-3.315530e-16,-5.139240e+05
4.147580e+06,-2.866150e-16,-5.138360e+05
4.150590e+06,-2.263920e-16,-5.137470e+05
4.153510e+06,-1.598030e-16,-5.136560e+05
4.156380e+06,-1.541280e-16,-5.135640e+05
4.159180e+06,-7.315550e-17,-5.134650e+05
4.161930e+06,-1.024130e-17,-5.133660e+05
4.164630e+06,6.552240e-17,-5.132660e+05
4.167270e+06,1.453230e-16,-5.131650e+05
4.169860e+06,2.205830e-16,-5.130630e+05
4.172390e+06,2.960430e-16,-5.129620e+05
4.174870e+06,3.755930e-16,-5.128600e+05
4.177280e+06,4.513260e-16,-5.127590e+05
4.179630e+06,5.255730e-16,-5.126570e+05
3.990020e+06,-8.092850e-17,-5.034960e+05
4.000280e+06,-9.309080e-17,-5.052730e+05
4.010490e+06,4.113630e-16,-5.070470e+05
4.020490e+06,5.632230e-16,-5.088330e+05
4.029180e+06,5.129540e-16,-5.107710e+05
3.978790e+06,9.356760e-16,-5.054490e+05
3.987530e+06,8.908760e-16,-5.073870e+05
3.995470e+06,8.496470e-16,-5.094140e+05
4.003150e+06,8.503980e-16,-5.113950e+05
4.009420e+06,7.960500e-16,-5.131220e+05
4.013500e+06,8.288670e-16,-5.137600e+05
4.016430e+06,8.364280e-16,-5.136990e+05
4.019290e+06,8.119290e-16,-5.136110e+05
4.022010e+06,8.045230e-16,-5.135170e+05
4.024730e+06,7.929430e-16,-5.134200e+05
4.027420e+06,7.929730e-16,-5.133230e+05
4.030090e+06,7.917230e-16,-5.132260e+05
4.032730e+06,7.960320e-16,-5.131290e+05
4.035350e+06,8.060200e-16,-5.130320e+05
4.037930e+06,8.159230e-16,-5.129350e+05
4.040480e+06,8.181520e-16,-5.128390e+05
4.042990e+06,8.293610e-16,-5.127440e+05
4.045460e+06,8.441490e-16,-5.126480e+05
4.047870e+06,8.578390e-16,-5.125530e+05
4.050220e+06,8.727900e-16,-5.124590e+05
4.052470e+06,8.978500e-16,-5.123650e+05
4.054650e+06,9.135590e-16,-5.122710e+05
4.056740e+06,9.399540e-16,-5.121780e+05
3.958660e+06,8.702280e-16,-5.068430e+05
3.967930e+06,3.207790e-16,-5.085360e+05
3.976580e+06,1.030430e-16,-5.103090e+05
3.983170e+06,-2.690770e-16,-5.121330e+05
3.986380e+06,-9.219890e-16,-5.126160e+05
3.988640e+06,-8.919030e-16,-5.125280e+05
3.990700e+06,-8.498870e-16,-5.124340e+05
3.974270e+06,1.256550e-16,-4.952310e+05
3.977520e+06,2.805740e-16,-4.959960e+05
3.980270e+06,6.251920e-16,-4.964600e+05
3.982670e+06,7.416610e-16,-4.966730e+05
3.984940e+06,8.487770e-16,-4.968770e+05
3.963080e+06,9.604750e-16,-4.973930e+05
3.966840e+06,8.340200e-16,-4.975920e+05
3.969200e+06,6.986680e-16,-4.977760e+05
3.971480e+06,5.789680e-16,-4.979540e+05
3.973630e+06,4.688550e-16,-4.981170e+05
3.975730e+06,3.687850e-16,-4.982770e+05
3.977770e+06,2.861910e-16,-4.984320e+05
3.979760e+06,2.243140e-16,-4.985780e+05
3.981630e+06,1.983090e-16,-4.986990e+05
3.983240e+06,1.744620e-16,-4.987640e+05
3.984700e+06,1.349430e-16,-4.987720e+05
3.986070e+06,7.762900e-17,-4.987590e+05
3.987380e+06,1.096260e-17,-4.987410e+05
3.988650e+06,-4.312120e-17,-4.987220e+05
3.989890e+06,-9.724850e-17,-4.987020e+05
3.969420e+06,2.200030e-16,-4.987350e+05
3.972240e+06,1.403240e-16,-4.986900e+05
3.974450e+06,7.758900e-17,-4.986510e+05
3.976370e+06,4.762020e-17,-4.986120e+05
3.978190e+06,3.137570e-17,-4.985750e+05
3.979950e+06,1.500150e-17,-4.985380e+05
3.981590e+06,1.817420e-17,-4.985020e+05
3.982890e+06,3.848100e-17,-4.984660e+05
3.984100e+06,4.475280e-17,-4.984300e+05
3.985260e+06,5.351970e-17,-4.983950e+05
3.986400e+06,5.969820e-17,-4.983590e+05
3.987500e+06,7.092210e-17,-4.983240e+05
3.988570e+06,7.641120e-17,-4.982890e+05
3.989620e+06,8.027150e-17,-4.982530e+05
3.990640e+06,8.776600e-17,-4.982180e+05
3.991630e+06,9.154450e-17,-4.981840e+05
3.992600e+06,9.720930e-17,-4.981490e+05
3.993540e+06,1.020600e-16,-4.981140e+05
3.994440e+06,1.043360e-16,-4.980790e+05
3.995320e+06,1.105010e-16,-4.980450e+05
3.996170e+06,1.086090e-16,-4.980100e+05
3.996980e+06,1.141240e-16,-4.979760e+05
3.997760e+06,1.186120e-16,-4.979420e+05
3.998490e+06,1.201750e-16,-4.979080e+05
3.999180e+06,1.318650e-16,-4.978740e+05
3.901840e+06,6.121480e-16,-4.931540e+05
3.910320e+06,2.951470e-16,-4.948000e+05
3.918630e+06,-2.514950e-17,-4.964680e+05
3.924340e+06,-4.596100e-16,-4.979980e+05
3.927190e+06,-1.145620e-15,-4.982960e+05
3.929100e+06,-2.217920e-15,-4.982700e+05
3.930800e+06,-2.537790e-15,-4.982290e+05
3.932450e+06,-2.837490e-15,-4.981880e+05
3.934030e+06,-3.117470e-15,-4.981470e+05
3.935500e+06,-3.380520e-15,-4.981080e+05
3.936910e+06,-3.619990e-15,-4.980680e+05
3.938250e+06,-3.847910e-15,-4.980290e+05
3.939490e+06,-4.068210e-15,-4.979910e+05
3.940680e+06,-4.276570e-15,-4.979530e+05
3.941790e+06,-4.456100e-15,-4.979160e+05
3.942860e+06,-4.638210e-15,-4.978780e+05
3.943870e+06,-4.817720e-15,-4.978420e+05
3.944760e+06,-4.974430e-15,-4.978050e+05
3.945360e+06,-5.309260e-15,-4.977680e+05
3.945830e+06,-5.592670e-15,-4.977320e+05
3.946260e+06,-5.836420e-15,-4.976960e+05
3.946650e+06,-6.026800e-15,-4.976600e+05
3.947000e+06,-6.201390e-15,-4.976240e+05
3.947330e+06,-6.362020e-15,-4.975880e+05
3.922570e+06,-2.308680e-15,-4.975430e+05
3.927530e+06,1.326500e-15,-4.974990e+05
3.929830e+06,1.737560e-15,-4.974630e+05
3.931220e+06,9.380190e-16,-4.974270e+05
3.932570e+06,1.191100e-16,-4.973920e+05
3.933880e+06,-3.293370e-16,-4.973580e+05
3.935170e+06,-5.247120e-16,-4.973230e+05
3.936450e+06,-7.446240e-16,-4.972880e+05
3.937720e+06,-9.005120e-16,-4.972540e+05
3.938990e+06,-1.019540e-15,-4.972200e+05
3.940240e+06,-1.113780e-15,-4.971860e+05
3.941450e+06,-1.188550e-15,-4.971520e+05
3.942620e+06,-1.249910e-15,-4.971180e+05
3.943760e+06,-1.265430e-15,-4.970840e+05
3.944780e+06,-1.217460e-15,-4.970500e+05
3.945670e+06,-1.169320e-15,-4.970170e+05
3.946510e+06,-1.161230e-15,-4.969830e+05
3.947310e+06,-1.169510e-15,-4.969500e+05
3.948100e+06,-1.177900e-15,-4.969170e+05
3.948890e+06,-1.183300e-15,-4.968840e+05
3.949670e+06,-1.185630e-15,-4.968510e+05
3.950440e+06,-1.194210e-15,-4.968190e+05
3.951210e+06,-1.192840e-15,-4.967860e+05
3.951980e+06,-1.191260e-15,-4.967540e+05
3.952740e+06,-1.194960e-15,-4.967220e+05
3.953500e+06,-1.187240e-15,-4.966900e+05
3.954260e+06,-1.188020e-15,-4.966590e+05
3.955020e+06,-1.189890e-15,-4.966270e+05
3.955770e+06,-1.184940e-15,-4.965960e+05
3.956520e+06,-1.181350e-15,-4.965650e+05
3.957260e+06,-1.177750e-15,-4.965340e+05
3.958000e+06,-1.172890e-15,-4.965030e+05
3.958740e+06,-1.163790e-15,-4.964720e+05
3.959480e+06,-1.153580e-15,-4.964420e+05
3.960210e+06,-1.150780e-15,-4.964120e+05
3.960950e+06,-1.140770e-15,-4.963820e+05
3.961680e+06,-1.130370e-15,-4.963520e+05
3.962410e+06,-1.128950e-15,-4.963220e+05
3.963140e+06,-1.115390e-15,-4.962920e+05
3.910180e+06,1.527620e-15,-4.964440e+05
3.916720e+06,1.341750e-15,-4.963900e+05
3.922760e+06,4.059770e-16,-4.963380e+05
3.926360e+06,-8.642390e-16,-4.962910e+05
3.928250e+06,-1.638590e-15,-4.962510e+05
3.929740e+06,-1.952570e-15,-4.962140e+05
3.930830e+06,-2.223570e-15,-4.961800e+05
3.931770e+06,-2.456000e-15,-4.961490e+05
3.932640e+06,-2.664690e-15,-4.961180e+05
3.933490e+06,-2.858450e-15,-4.960870e+05
3.934310e+06,-3.026020e-15,-4.960570e+05
3.935120e+06,-3.184560e-15,-4.960270e+05
3.935920e+06,-3.333690e-15,-4.959970e+05
3.936720e+06,-3.472990e-15,-4.959680e+05
3.937510e+06,-3.606480e-15,-4.959390e+05
3.938290e+06,-3.726200e-15,-4.959110e+05
3.939070e+06,-3.851940e-15,-4.958830e+05
3.939820e+06,-3.954050e-15,-4.958560e+05
3.940580e+06,-4.047910e-15,-4.958290e+05
3.941320e+06,-4.146310e-15,-4.958030e+05
3.942070e+06,-4.237870e-15,-4.957770e+05
3.942810e+06,-4.330580e-15,-4.957510e+05
3.943550e+06,-4.409860e-15,-4.957250e+05
3.944280e+06,-4.487940e-15,-4.957000e+05
3.945010e+06,-4.569390e-15,-4.956750e+05
3.945730e+06,-4.656730e-15,-4.956500e+05
3.946460e+06,-4.723580e-15,-4.956260e+05
3.947180e+06,-4.799790e-15,-4.956020e+05
3.947910e+06,-4.877450e-15,-4.955780e+05
3.948630e+06,-4.958810e-15,-4.955550e+05
3.949350e+06,-5.039140e-15,-4.955320e+05
3.950080e+06,-5.117040e-15,-4.955090e+05
3.950800e+06,-5.192200e-15,-4.954860e+05
3.951510e+06,-5.264870e-15,-4.954640e+05
3.952210e+06,-5.352580e-15,-4.954430e+05
3.952890e+06,-5.414180e-15,-4.954220e+05
3.953560e+06,-5.477830e-15,-4.954010e+05
3.954220e+06,-5.551770e-15,-4.953810e+05
3.954890e+06,-5.620620e-15,-4.953610e+05
3.955550e+06,-5.695460e-15,-4.953410e+05
3.956200e+06,-5.769690e-15,-4.953220e+05
3.956850e+06,-5.845440e-15,-4.953030e+05
3.957480e+06,-5.916130e-15,-4.952850e+05
3.958110e+06,-5.990060e-15,-4.952670e+05
3.926450e+06,-3.576820e-15,-4.930950e+05
3.930700e+06,-2.408200e-15,-4.950270e+05
3.921470e+06,-1.691390e-15,-4.955210e+05
3.923240e+06,-1.770800e-15,-4.955140e+05
3.892640e+06,2.021900e-16,-4.955120e+05
3.897260e+06,7.463570e-16,-4.954890e+05
3.899520e+06,1.396530e-15,-4.954690e+05
3.901190e+06,1.589230e-15,-4.954500e+05
3.902840e+06,1.906060e-15,-4.954320e+05
3.904400e+06,2.115370e-15,-4.954140e+05
3.905950e+06,2.679600e-15,-4.953970e+05
3.885720e+06,2.608380e-15,-4.933590e+05
3.891150e+06,2.002270e-15,-4.951550e+05
3.892680e+06,-3.124260e-16,-4.954570e+05
3.893450e+06,-6.009770e-16,-4.954430e+05
3.894220e+06,-8.828440e-16,-4.954290e+05
3.894970e+06,-1.146580e-15,-4.954160e+05
3.895710e+06,-1.383520e-15,-4.954030e+05
3.896420e+06,-1.568290e-15,-4.953910e+05
3.897040e+06,-1.779710e-15,-4.953790e+05
3.897670e+06,-1.968440e-15,-4.953670e+05
3.898270e+06,-2.117990e-15,-4.953560e+05
3.898860e+06,-2.257220e-15,-4.953460e+05
3.899440e+06,-2.383820e-15,-4.953360e+05
