Roof_Displacement_m,Base_Shear_N,Pseudo_Time
0.000700,31291.600000,31291.600000
0.001400,62583.100000,62583.100000
0.002100,93874.450000,93874.400000
0.002800,125165.600000,125166.000000
0.003500,156456.550000,156457.000000
0.004200,187747.350000,187747.000000
0.004900,219037.850000,219038.000000
0.005600,250328.050000,250328.000000
0.006300,281617.400000,281618.000000
0.007000,312907.000000,312907.000000
0.007700,344196.500000,344196.000000
0.008400,375484.500000,375485.000000
0.009100,406772.500000,406772.000000
0.009800,438059.500000,438060.000000
0.010500,469346.000000,469346.000000
0.011200,500632.000000,500632.000000
0.011900,531917.500000,531917.000000
0.012600,563192.500000,563193.000000
0.013300,594208.500000,594209.000000
0.014000,625086.000000,625086.000000
0.014700,655776.500000,655777.000000
0.015400,686112.000000,686112.000000
0.016100,716073.000000,716073.000000
0.016800,745891.500000,745891.000000
0.017500,775480.000000,775480.000000
0.018200,804855.000000,804855.000000
0.018900,833891.500000,833891.000000
0.019600,862732.000000,862732.000000
0.020300,891211.000000,891210.000000
0.021000,919168.000000,919168.000000
0.021700,946842.500000,946842.000000
0.022400,974314.000000,974314.000000
0.023100,1001219.000000,1001220.000000
0.023800,1027444.000000,1027440.000000
0.024500,1053518.500000,1053520.000000
0.025200,1079318.000000,1079320.000000
0.025900,1104572.500000,1104570.000000
0.026600,1129273.500000,1129270.000000
0.027300,1153921.000000,1153920.000000
0.028000,1178409.500000,1178410.000000
0.028700,1202388.500000,1202390.000000
0.029400,1225796.500000,1225790.000000
0.030100,1248886.000000,1248890.000000
0.030800,1271907.500000,1271910.000000
0.031500,1294668.000000,1294670.000000
0.032200,1317121.500000,1317120.000000
0.032900,1339154.500000,1339150.000000
0.033600,1361020.000000,1361020.000000
0.034300,1382761.500000,1382760.000000
0.035000,1404047.500000,1404040.000000
0.035700,1424885.500000,1424880.000000
0.036400,1445688.500000,1445690.000000
0.037100,1466435.000000,1466430.000000
0.037800,1487029.000000,1487030.000000
0.038500,1507487.000000,1507490.000000
0.039200,1527717.500000,1527720.000000
0.039900,1547782.500000,1547780.000000
0.040600,1567599.500000,1567600.000000
0.041300,1587260.500000,1587260.000000
0.042000,1606762.000000,1606760.000000
0.042700,1626113.000000,1626110.000000
0.043400,1645296.500000,1645290.000000
0.044100,1664217.000000,1664210.000000
0.044800,1683020.500000,1683020.000000
0.045500,1701753.000000,1701750.000000
0.046200,1720324.500000,1720320.000000
0.046900,1738810.500000,1738810.000000
0.047600,1757207.500000,1757210.000000
0.048300,1775375.500000,1775370.000000
0.049000,1793416.500000,1793420.000000
0.049700,1811366.500000,1811370.000000
0.050400,1829238.000000,1829240.000000
0.051100,1847055.500000,1847060.000000
0.051800,1864719.000000,1864710.000000
0.052500,1882067.500000,1882050.000000
0.053200,1899227.500000,1899220.000000
0.053900,1916253.500000,1916250.000000
0.054600,1933072.500000,1933070.000000
0.055300,1949836.000000,1949830.000000
0.056000,1966459.500000,1966460.000000
0.056700,1982998.500000,1983000.000000
0.057400,1999466.500000,1999460.000000
0.058100,2015906.000000,2015910.000000
0.058800,2032298.500000,2032300.000000
0.059500,2048571.500000,2048570.000000
0.060200,2064724.500000,2064720.000000
0.060900,2080808.500000,2080800.000000
0.061600,2096861.500000,2096860.000000
0.062300,2112865.000000,2112870.000000
0.063000,2128792.000000,2128790.000000
0.063700,2144571.500000,2144570.000000
0.064400,2160227.500000,2160230.000000
0.065100,2175807.000000,2175800.000000
0.065800,2191335.000000,2191330.000000
0.066500,2206817.500000,2206820.000000
0.067200,2222228.000000,2222230.000000
0.067900,2237521.000000,2237520.000000
0.068600,2252725.000000,2252720.000000
0.069300,2267809.000000,2267790.000000
0.070000,2282799.000000,2282800.000000
0.070700,2297757.500000,2297760.000000
0.071400,2312675.000000,2312670.000000
0.072100,2327567.000000,2327570.000000
0.072800,2342411.000000,2342410.000000
0.073500,2357231.500000,2357230.000000
0.074200,2372013.500000,2372010.000000
0.074900,2386728.500000,2386720.000000
0.075600,2401381.500000,2401380.000000
0.076300,2415978.000000,2415980.000000
0.077000,2430495.000000,2430490.000000
0.077700,2444922.500000,2444920.000000
